Project,Era,SampleYear,Site,SampleDate,DiveReplicate,DepthZone,Taxa,Category,BRS_per_cov
TBF 2016,Pre-Construction,2016,Abalone Cove Kelp West,10-Feb-2016,1,Inner,coralline algae - crustose,UPC Species,51.61
TBF 2016,Pre-Construction,2016,Abalone Cove Kelp West,10-Feb-2016,2,Inner,coralline algae - crustose,UPC Species,22.58
TBF 2016,Pre-Construction,2016,Abalone Cove Kelp West,17-Feb-2016,1,Middle,coralline algae - crustose,UPC Species,32.26
TBF 2016,Pre-Construction,2016,Abalone Cove Kelp West,17-Feb-2016,2,Middle,coralline algae - crustose,UPC Species,45.16
TBF 2016,Pre-Construction,2016,Abalone Cove Kelp West,18-Mar-2016,1,Outer,coralline algae - crustose,UPC Species,0
TBF 2016,Pre-Construction,2016,Abalone Cove Kelp West,18-Mar-2016,2,Outer,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,SCAI - Bird Rock,09-Dec-2016,1,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,SCAI - Bird Rock,09-Dec-2016,1,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2016,Pre-Construction,2016,SCAI - Bird Rock,09-Dec-2016,1,Outer,coralline algae - crustose,UPC Species,38.71
VRG 2016,Pre-Construction,2016,SCAI - Bird Rock,09-Dec-2016,1,Deep,coralline algae - crustose,UPC Species,74.19
VRG 2016,Pre-Construction,2016,SCAI - Bird Rock,09-Dec-2016,2,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,SCAI - Bird Rock,09-Dec-2016,2,Middle,coralline algae - crustose,UPC Species,54.84
VRG 2016,Pre-Construction,2016,SCAI - Bird Rock,09-Dec-2016,2,Outer,coralline algae - crustose,UPC Species,35.48
VRG 2016,Pre-Construction,2016,SCAI - Bird Rock,09-Dec-2016,2,Deep,coralline algae - crustose,UPC Species,45.16
VRG 2016,Pre-Construction,2016,SCAI - Blue Cavern,09-Dec-2016,1,Inner,coralline algae - crustose,UPC Species,32.26
VRG 2016,Pre-Construction,2016,SCAI - Blue Cavern,09-Dec-2016,1,Middle,coralline algae - crustose,UPC Species,58.06
VRG 2016,Pre-Construction,2016,SCAI - Blue Cavern,09-Dec-2016,1,Outer,coralline algae - crustose,UPC Species,77.42
VRG 2016,Pre-Construction,2016,SCAI - Blue Cavern,09-Dec-2016,2,Inner,coralline algae - crustose,UPC Species,45.16
VRG 2016,Pre-Construction,2016,SCAI - Blue Cavern,09-Dec-2016,2,Middle,coralline algae - crustose,UPC Species,58.06
VRG 2016,Pre-Construction,2016,SCAI - Blue Cavern,09-Dec-2016,2,Outer,coralline algae - crustose,UPC Species,58.06
VRG 2016,Pre-Construction,2016,SCAI - Ripper's Cove,18-Nov-2016,1,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2016,Pre-Construction,2016,SCAI - Ripper's Cove,18-Nov-2016,1,Middle,coralline algae - crustose,UPC Species,29.03
VRG 2016,Pre-Construction,2016,SCAI - Ripper's Cove,18-Nov-2016,2,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2016,Pre-Construction,2016,SCAI - Ripper's Cove,18-Nov-2016,2,Middle,coralline algae - crustose,UPC Species,29.03
VRG 2016,Pre-Construction,2016,SCAI - Italian Gardens,18-Nov-2016,1,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,SCAI - Italian Gardens,18-Nov-2016,1,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,SCAI - Italian Gardens,18-Nov-2016,1,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,SCAI - Italian Gardens,18-Nov-2016,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,SCAI - Italian Gardens,18-Nov-2016,2,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,SCAI - Italian Gardens,18-Nov-2016,2,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,SCAI - Hen Rock,18-Nov-2016,1,Inner,coralline algae - crustose,UPC Species,29.03
VRG 2016,Pre-Construction,2016,SCAI - Hen Rock,18-Nov-2016,1,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,SCAI - Hen Rock,18-Nov-2016,1,Outer,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,SCAI - Hen Rock,18-Nov-2016,2,Inner,coralline algae - crustose,UPC Species,0
VRG 2016,Pre-Construction,2016,SCAI - Hen Rock,18-Nov-2016,2,Middle,coralline algae - crustose,UPC Species,0
VRG 2016,Pre-Construction,2016,SCAI - Hen Rock,18-Nov-2016,2,Outer,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,Flat Rock North,20-Dec-2016,1,Inner,coralline algae - crustose,UPC Species,25.81
VRG 2016,Pre-Construction,2016,Flat Rock North,20-Dec-2016,1,Middle,coralline algae - crustose,UPC Species,48.39
VRG 2016,Pre-Construction,2016,Flat Rock North,20-Dec-2016,2,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,Flat Rock North,20-Dec-2016,2,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2016,Pre-Construction,2016,Flat Rock South,15-Dec-2016,1,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,Flat Rock South,15-Dec-2016,1,Middle,coralline algae - crustose,UPC Species,29.03
VRG 2016,Pre-Construction,2016,Flat Rock South,15-Dec-2016,1,Outer,coralline algae - crustose,UPC Species,38.71
VRG 2016,Pre-Construction,2016,Flat Rock South,15-Dec-2016,2,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2016,Pre-Construction,2016,Flat Rock South,15-Dec-2016,2,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2016,Pre-Construction,2016,Flat Rock South,15-Dec-2016,2,Outer,coralline algae - crustose,UPC Species,25.81
VRG 2016,Pre-Construction,2016,Ridges North,03-Jun-2016,1,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,Ridges North,03-Jun-2016,2,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,Ridges North,08-Jun-2016,1,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,Ridges North,08-Jun-2016,1,Outer,coralline algae - crustose,UPC Species,0
VRG 2016,Pre-Construction,2016,Ridges North,08-Jun-2016,2,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,Ridges North,08-Jun-2016,2,Outer,coralline algae - crustose,UPC Species,0
VRG 2016,Pre-Construction,2016,Ridges North,24-Jun-2016,1,Deep,coralline algae - crustose,UPC Species,41.94
VRG 2016,Pre-Construction,2016,Ridges North,24-Jun-2016,2,Deep,coralline algae - crustose,UPC Species,70.97
VRG 2016,Pre-Construction,2016,Ridges South,03-Jun-2016,1,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,Ridges South,03-Jun-2016,1,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2016,Pre-Construction,2016,Ridges South,03-Jun-2016,1,Outer,coralline algae - crustose,UPC Species,16.13
VRG 2016,Pre-Construction,2016,Ridges South,03-Jun-2016,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,Ridges South,03-Jun-2016,2,Middle,coralline algae - crustose,UPC Species,0
VRG 2016,Pre-Construction,2016,Ridges South,03-Jun-2016,2,Outer,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,Ridges South,24-Jun-2016,1,Deep,coralline algae - crustose,UPC Species,48.39
VRG 2016,Pre-Construction,2016,Ridges South,24-Jun-2016,2,Deep,coralline algae - crustose,UPC Species,58.06
VRG 2016,Pre-Construction,2016,Rocky Point North,08-Jun-2016,1,Middle,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,Rocky Point North,08-Jun-2016,2,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,Rocky Point North,10-Jun-2016,1,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2016,Pre-Construction,2016,Rocky Point North,10-Jun-2016,1,Outer,coralline algae - crustose,UPC Species,12.9
VRG 2016,Pre-Construction,2016,Rocky Point North,10-Jun-2016,2,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,Rocky Point North,10-Jun-2016,2,Outer,coralline algae - crustose,UPC Species,12.9
VRG 2016,Pre-Construction,2016,Rocky Point North,24-Jun-2016,1,Deep,coralline algae - crustose,UPC Species,64.52
VRG 2016,Pre-Construction,2016,Rocky Point North,24-Jun-2016,2,Deep,coralline algae - crustose,UPC Species,48.39
VRG 2016,Pre-Construction,2016,Rocky Point South,08-Jun-2016,1,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,Rocky Point South,08-Jun-2016,2,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,Rocky Point South,10-Jun-2016,1,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,Rocky Point South,10-Jun-2016,1,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,Rocky Point South,10-Jun-2016,2,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2016,Pre-Construction,2016,Rocky Point South,10-Jun-2016,2,Outer,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,Rocky Point South,24-Jun-2016,1,Deep,coralline algae - crustose,UPC Species,48.39
VRG 2016,Pre-Construction,2016,Rocky Point South,24-Jun-2016,2,Deep,coralline algae - crustose,UPC Species,48.39
VRG 2016,Pre-Construction,2016,Lunada Bay,14-Sep-2016,1,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,Lunada Bay,14-Sep-2016,1,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,Lunada Bay,14-Sep-2016,2,Inner,coralline algae - crustose,UPC Species,25.81
VRG 2016,Pre-Construction,2016,Lunada Bay,14-Sep-2016,2,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2016,Pre-Construction,2016,Lunada Bay,25-Aug-2016,1,Outer,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,Lunada Bay,25-Aug-2016,1,Deep,coralline algae - crustose,UPC Species,45.16
VRG 2016,Pre-Construction,2016,Lunada Bay,25-Aug-2016,2,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,Lunada Bay,25-Aug-2016,2,Deep,coralline algae - crustose,UPC Species,38.71
VRG 2016,Pre-Construction,2016,Resort Point,19-Aug-2016,1,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2016,Pre-Construction,2016,Resort Point,19-Aug-2016,1,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2016,Pre-Construction,2016,Resort Point,19-Aug-2016,1,Outer,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,Resort Point,19-Aug-2016,1,Deep,coralline algae - crustose,UPC Species,54.84
VRG 2016,Pre-Construction,2016,Resort Point,19-Aug-2016,2,Inner,coralline algae - crustose,UPC Species,0
VRG 2016,Pre-Construction,2016,Resort Point,19-Aug-2016,2,Middle,coralline algae - crustose,UPC Species,29.03
VRG 2016,Pre-Construction,2016,Resort Point,19-Aug-2016,2,Outer,coralline algae - crustose,UPC Species,22.58
VRG 2016,Pre-Construction,2016,Resort Point,19-Aug-2016,2,Deep,coralline algae - crustose,UPC Species,22.58
VRG 2016,Pre-Construction,2016,Honeymoon Cove,17-Aug-2016,1,Outer,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,Honeymoon Cove,17-Aug-2016,1,Deep,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,Honeymoon Cove,17-Aug-2016,2,Outer,coralline algae - crustose,UPC Species,12.9
VRG 2016,Pre-Construction,2016,Honeymoon Cove,17-Aug-2016,2,Deep,coralline algae - crustose,UPC Species,22.58
VRG 2016,Pre-Construction,2016,Honeymoon Cove,22-Jun-2016,1,Inner,coralline algae - crustose,UPC Species,41.94
VRG 2016,Pre-Construction,2016,Honeymoon Cove,22-Jun-2016,1,Middle,coralline algae - crustose,UPC Species,38.71
VRG 2016,Pre-Construction,2016,Honeymoon Cove,22-Jun-2016,2,Inner,coralline algae - crustose,UPC Species,32.26
VRG 2016,Pre-Construction,2016,Honeymoon Cove,22-Jun-2016,2,Middle,coralline algae - crustose,UPC Species,38.71
VRG 2016,Pre-Construction,2016,Christmas Tree Cove,02-Sep-2016,1,Outer,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,Christmas Tree Cove,02-Sep-2016,2,Outer,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,Christmas Tree Cove,26-Jul-2016,1,Inner,coralline algae - crustose,UPC Species,51.61
VRG 2016,Pre-Construction,2016,Christmas Tree Cove,26-Jul-2016,1,Middle,coralline algae - crustose,UPC Species,38.71
VRG 2016,Pre-Construction,2016,Christmas Tree Cove,26-Jul-2016,2,Inner,coralline algae - crustose,UPC Species,41.94
VRG 2016,Pre-Construction,2016,Christmas Tree Cove,26-Jul-2016,2,Middle,coralline algae - crustose,UPC Species,54.84
VRG 2016,Pre-Construction,2016,Marguerite West,29-Jul-2016,1,Inner,coralline algae - crustose,UPC Species,51.61
VRG 2016,Pre-Construction,2016,Marguerite West,29-Jul-2016,1,Middle,coralline algae - crustose,UPC Species,32.26
VRG 2016,Pre-Construction,2016,Marguerite West,29-Jul-2016,1,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,Marguerite West,29-Jul-2016,2,Inner,coralline algae - crustose,UPC Species,25.81
VRG 2016,Pre-Construction,2016,Marguerite West,29-Jul-2016,2,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2016,Pre-Construction,2016,Marguerite West,29-Jul-2016,2,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,Marguerite Central,26-Jul-2016,1,Inner,coralline algae - crustose,UPC Species,25.81
VRG 2016,Pre-Construction,2016,Marguerite Central,26-Jul-2016,1,Middle,coralline algae - crustose,UPC Species,12.9
VRG 2016,Pre-Construction,2016,Marguerite Central,26-Jul-2016,2,Inner,coralline algae - crustose,UPC Species,35.48
VRG 2016,Pre-Construction,2016,Marguerite Central,26-Jul-2016,2,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2016,Pre-Construction,2016,Marguerite East,14-Sep-2016,1,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,Marguerite East,14-Sep-2016,1,Middle,coralline algae - crustose,UPC Species,29.03
VRG 2016,Pre-Construction,2016,Marguerite East,14-Sep-2016,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,Marguerite East,14-Sep-2016,2,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2016,Pre-Construction,2016,Golden Cove,22-Jun-2016,1,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,Golden Cove,22-Jun-2016,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,Underwater Arch,07-Dec-2016,1,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2016,Pre-Construction,2016,Underwater Arch,07-Dec-2016,1,Outer,coralline algae - crustose,UPC Species,19.35
VRG 2016,Pre-Construction,2016,Underwater Arch,07-Dec-2016,2,Middle,coralline algae - crustose,UPC Species,12.9
VRG 2016,Pre-Construction,2016,Underwater Arch,07-Dec-2016,2,Outer,coralline algae - crustose,UPC Species,25.81
VRG 2016,Pre-Construction,2016,Underwater Arch,15-Dec-2016,1,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,Underwater Arch,15-Dec-2016,2,Inner,coralline algae - crustose,UPC Species,41.94
VRG 2016,Pre-Construction,2016,Albondigas,30-Sep-2016,1,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2016,Pre-Construction,2016,Albondigas,30-Sep-2016,1,Middle,coralline algae - crustose,UPC Species,12.9
VRG 2016,Pre-Construction,2016,Albondigas,30-Sep-2016,1,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,Albondigas,30-Sep-2016,2,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2016,Pre-Construction,2016,Albondigas,30-Sep-2016,2,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2016,Pre-Construction,2016,Albondigas,30-Sep-2016,2,Outer,coralline algae - crustose,UPC Species,35.48
VRG 2016,Pre-Construction,2016,Hawthorne Reef,16-Sep-2016,1,Inner,coralline algae - crustose,UPC Species,29.03
VRG 2016,Pre-Construction,2016,Hawthorne Reef,16-Sep-2016,1,Middle,coralline algae - crustose,UPC Species,38.71
VRG 2016,Pre-Construction,2016,Hawthorne Reef,16-Sep-2016,1,Outer,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,Hawthorne Reef,16-Sep-2016,1,Deep,coralline algae - crustose,UPC Species,0
VRG 2016,Pre-Construction,2016,Hawthorne Reef,16-Sep-2016,2,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2016,Pre-Construction,2016,Hawthorne Reef,16-Sep-2016,2,Middle,coralline algae - crustose,UPC Species,38.71
VRG 2016,Pre-Construction,2016,Hawthorne Reef,16-Sep-2016,2,Outer,coralline algae - crustose,UPC Species,12.9
VRG 2016,Pre-Construction,2016,Hawthorne Reef,16-Sep-2016,2,Deep,coralline algae - crustose,UPC Species,12.9
VRG 2016,Pre-Construction,2016,Point Vicente West,12-Aug-2016,1,Outer,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,Point Vicente West,12-Aug-2016,2,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,Point Vicente West,17-Aug-2016,1,Deep,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,Point Vicente West,17-Aug-2016,2,Deep,coralline algae - crustose,UPC Species,22.58
VRG 2016,Pre-Construction,2016,Point Vicente West,22-Jun-2016,1,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,Point Vicente West,22-Jun-2016,1,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2016,Pre-Construction,2016,Point Vicente West,22-Jun-2016,2,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2016,Pre-Construction,2016,Point Vicente West,22-Jun-2016,2,Middle,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,Long Point West,14-Dec-2016,1,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,Long Point West,14-Dec-2016,1,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,Long Point West,14-Dec-2016,2,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2016,Pre-Construction,2016,Long Point West,14-Dec-2016,2,Middle,coralline algae - crustose,UPC Species,32.26
VRG 2016,Pre-Construction,2016,Long Point East,12-Aug-2016,1,Inner,coralline algae - crustose,UPC Species,29.03
VRG 2016,Pre-Construction,2016,Long Point East,12-Aug-2016,1,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,Long Point East,12-Aug-2016,1,Outer,coralline algae - crustose,UPC Species,12.9
VRG 2016,Pre-Construction,2016,Long Point East,12-Aug-2016,2,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2016,Pre-Construction,2016,Long Point East,12-Aug-2016,2,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2016,Pre-Construction,2016,Long Point East,12-Aug-2016,2,Outer,coralline algae - crustose,UPC Species,12.9
VRG 2016,Pre-Construction,2016,Long Point East,17-Aug-2016,1,Deep,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,Long Point East,17-Aug-2016,2,Deep,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,Old Marineland,12-Oct-2016,1,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2016,Pre-Construction,2016,Old Marineland,12-Oct-2016,2,Inner,coralline algae - crustose,UPC Species,0
VRG 2016,Pre-Construction,2016,120 Reef,20-Dec-2016,1,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,120 Reef,20-Dec-2016,1,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,120 Reef,20-Dec-2016,2,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2016,Pre-Construction,2016,120 Reef,20-Dec-2016,2,Middle,coralline algae - crustose,UPC Species,35.48
VRG 2016,Pre-Construction,2016,Abalone Cove Kelp West,29-Jun-2016,1,Inner,coralline algae - crustose,UPC Species,48.39
VRG 2016,Pre-Construction,2016,Abalone Cove Kelp West,29-Jun-2016,1,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2016,Pre-Construction,2016,Abalone Cove Kelp West,29-Jun-2016,1,Outer,coralline algae - crustose,UPC Species,0
VRG 2016,Pre-Construction,2016,Abalone Cove Kelp West,29-Jun-2016,2,Inner,coralline algae - crustose,UPC Species,58.06
VRG 2016,Pre-Construction,2016,Abalone Cove Kelp West,29-Jun-2016,2,Middle,coralline algae - crustose,UPC Species,9.68
VRG 2016,Pre-Construction,2016,Abalone Cove Kelp West,29-Jun-2016,2,Outer,coralline algae - crustose,UPC Species,0
